Q96NS5	P21854 
Q01449	O60676
P29377	Q9Y5Y4
Q6NSI3	Q15005
P13682	P07384
Q8N398	Q8NGC6
P78414	Q9Y2Y8
O94929	P16989
P21359	A8MPX8
Q5SZK8	Q6T423
P24557	Q5JTY5
Q9UEE5	P20382
Q8N139	Q92628
Q96F63	Q9NY91
Q96NG3	P17482
Q16773	Q9BQS6
Q13258	O95147
Q9BZH6	Q9BXB4
O95125	A6NHG4
P49589	Q9BST9
Q9Y4F4	A8MZ97
Q96KG9	Q6PIS1
Q6ZNG9	P35610
P55285	Q8IWS0
O14980	Q9Y6Y9
Q969V5	Q8TDR4
Q9Y5Q0	Q6IF42
O60602	Q68EN5
Q504Y3	O60258
Q9BUL5	Q8NEX5
P55036	Q6V702
P30953	Q9Y5T4
O43776	Q12947
Q32M88	Q9UGM6
Q9H930	Q9P215
A6NGE4	Q8NGY3
Q7Z406	Q3T906
Q8N7Q3	P46782
Q9UMQ6	O75936
Q92871	A6NMZ2
Q9H825	Q8NG94
Q5H9R7	Q5VTH9
Q9Y493	Q6UXS0
O15438	O00232
A1X283	Q86XS5
Q6P9F7	Q8WXS4
Q9BTX1	P62081
P01241	P0CW23
O15041	P05937
Q9H7B2	P84098
O15111	Q6P161
P42785	Q63HM9
P32754	Q86WC4
Q5VUJ9	Q3LI81
P47887	O15258
Q9Y2D4	P30048
Q8N3P4	P21128
P0DJD9	Q5W5W9
Q96LT9	Q8NGL9
O43493	P32320
Q86X10	P32297
Q9C0H5	Q9H2J7
Q9UNY4	Q9BTV6
Q01118	Q8NDZ6
P31153	Q96E14
Q12756	P60568
Q5JTC6	P60827
Q9P0W8	P31269
P28039	Q9UIB8
Q6IEU7	Q6P9F5
Q8NHX9	P27930
P67809	Q8NAA6
P06870	Q99584
Q8N465	Q8IZ02
Q9Y2X3	P0C0P6
Q96JC1	Q8N635
Q2M3C6	P14314
O60496	O14508
Q8TAL5	Q8NFA2
Q6ZRQ5	Q8TF76
Q9Y4G6	Q15762
Q96QU4	Q5TGY3
O60678	Q5RGS3
Q6ZW61	Q6PCE3
Q9UNA0	P11908
P61160	Q8N187
Q96JJ7	Q6V702
Q96CG3	Q9NP64
Q8NH92	P46783
Q6ZU65	Q14390
Q96AN5	Q8NH61
Q92839	O60258
Q6UWU4	Q6ZTW0
Q96PX1	Q7Z4U5
Q9UHC3	P61769
O15360	O43819
Q5T8I3	P0CG36
Q9P2N2	Q9Y693
Q5FYB1	Q9HA72
Q5VXH4	Q9NYW1
Q13574	Q9H981
Q86SP6	Q9BZD4
Q9H0S4	Q9C0C6
Q8NEM8	Q5TGS1
Q5VZ19	Q9GZY6
Q9BY66	C9JG80
Q9BV44	P02766
O43513	P02741
O75912	Q5TA89
O14498	Q0VAA2
Q4W5G0	Q16740
Q9ULR3	P46781
Q9UKV5	Q15569
Q9H9J2	P04090
P58173	Q15121
Q8IXJ9	Q5JR98
Q5T036	P0C024
Q8TBZ9	Q12988
Q07960	Q8IU99
P98187	P01215
Q5U651	Q6H8Q1
A6NGN9	Q8WVN6
Q8NHY2	Q8NGA6
Q9NY46	Q6UWN8
Q6NXP0	Q96RD1
Q9H252	P05305
Q9BVC4	H3BR10
O15265	P43080
Q9UKU6	Q9H3Q3
Q5VVH5	Q6ZS82
Q9NQG7	O00254
Q8IZT8	Q96IW2
Q5VUD6	Q9NZL9
Q7Z3Z4	P08729
Q8IZ02	Q86XW9
Q5JTV8	Q969F1
P10515	Q16627
P20941	Q9Y5H4
Q9Y6B7	Q8N8C0
Q8NE00	Q86W54
Q9Y253	Q9P032
P12236	Q9BZD6
Q9H094	Q8NGL0
Q7L576	Q9BXT2
A6NFH5	Q86SY8
Q9UK73	Q96FN9
Q9P2J9	Q9NP90
Q96RP8	Q53LP3
P14410	Q3SY84
Q9Y697	P10144
Q9HBW0	Q96M15
P42701	Q5SVJ3
O43491	Q8WXD0
A8K8P3	Q53H82
P42263	Q13011
C9JL84	Q8NGH7
Q7RTT9	Q5JUK2
P54829	O14957
Q6PJG9	Q8N957
O95259	Q495N2
O75448	P23786
Q9P035	O60911
Q6ZRS4	Q15366
P41218	P25189
Q9Y343	Q9BUE6
Q12788	P57730
Q9UPN7	Q9UP65
Q96CD0	Q9HC21
P42566	Q9NUS5
Q9Y4H2	P30085
Q8IUB2	P42127
Q6ZMK1	O43255
Q5JUW0	Q9BY84
P11049	Q7LBC6
P11586	Q9BQE3
Q6AW86	A6NLU0
Q86V87	Q9UNK9
Q96S37	P55774
P51826	Q9Y5J5
P17677	O14931
O94993	Q9NYP8
Q5VU36	P28476
Q9BWD3	P0DJ07
Q14DG7	Q12870
O00470	Q32NC0
Q9NYK1	Q9UKI8
Q6R2W3	Q9NWS1
P11836	P83110
Q8TDB6	Q8NH85
Q2PZI1	Q76EJ3
Q8IX06	O14639
Q5T6V5	Q9NZD2
Q7Z2Q7	Q8IZM8
Q8NI36	Q717R9
Q9HBG7	Q07020
A4IF30	O95396
Q8N4F7	Q9P0P0
Q9BZ72	P24752
O75592	Q03701
Q96EG1	Q9HBI5
Q3SY77	Q8NGB8
Q7Z628	Q8N8G6
O75844	Q8IZA3
P08779	Q9Y673
Q5VWI1	P12838
Q9Y467	Q8N6F7
P43631	Q9Y5L2
Q68E01	Q9UGM1
P26010	Q86UY8
A6NHS7	Q06830
Q8TBP0	Q14439
Q969H0	Q9HBV1
P63261	Q6UWH6
Q96DR7	P07864
P01008	P23258
P01583	O94777
Q9NZM1	O15265
O75094	Q6UWH6
O75112	Q9UIC8
P01210	Q96GE9
A6NLC5	Q9Y581
Q6E0U4	O75192
Q8NGN4	A6NN92
Q9UKI8	Q9Y3R4
O95347	O15527
O95352	Q99616
Q9NXG6	Q8N2K0
O75815	Q9NPG1
Q9Y2H1	P01258
Q5VVW2	Q16518
Q9UGC7	Q96LB1
A6NML5	Q49B96
Q99549	Q9UGT4
Q8TE68	Q6ZSA7
Q7Z408	Q6ZU65
A6NM03	Q92530
Q5TI25	Q9BUU2
Q00653	P11413
P50416	Q9Y2T5
Q03188	P17041
P55895	Q569G3
P00395	P51843
Q5QJ38	Q9NRW7
P16435	P31267
Q9Y6Q6	Q1RMZ1
Q9H7R0	P24752
Q9BWC9	Q5T4H9
Q86UD3	P61009
Q92797	O94804
Q2M3T9	Q96K30
Q96FC7	Q8IUB2
Q96NU7	P29460
Q9Y255	P62244
P12236	P78363
P01138	Q9BRX8
Q5SRE7	Q7Z3B0
Q9NZT2	Q96I59
O75052	Q8N6N3
P48048	P52565
O96028	Q86VX9
O75949	Q8WYN0
Q9BX79	Q9Y3A2
Q96JC1	P31350
P05060	P47872
A6NDB9	P08708
Q96M43	Q8IZK6
Q5VUD6	P61371
Q9UL12	Q06643
A6NI47	O95478
Q01581	Q9GZK3
Q6ZNG9	P0CG21
O94983	Q9UPV0
Q9Y2A4	Q9Y426
Q9BYP7	P55259
Q2TB90	Q7Z7G1
O00443	Q01064
Q9H9B4	P24311
Q6P587	Q8N350
Q8NEB7	P11233
Q96B70	Q14714
Q96HW7	P63218
Q9P283	Q6P1Q0
P00488	Q96M60
P98187	Q9BUN5
O60673	Q6ZMP0
Q6ZU64	P49961
O75110	Q96P71
P01133	Q7L8C5
Q9BX68	Q8NB91
O00232	Q04828
O14649	Q7L273
Q9H694	Q8IZJ0
P52888	O95989
Q9Y3P4	Q8N5W8
A2VDJ0	Q5QJ74
Q5DX21	Q9Y2B4
Q13823	Q8NGB4
O95407	Q8WWZ3
Q13683	Q9UNK4
Q16555	Q86SY8
C9J798	P32297
Q9UPU3	P10966
O00423	Q8WWV6
P23769	Q6ZN01
Q8N6Q8	Q9UBN1
Q9P0B6	Q96DN0
P50135	Q86WR0
Q86X27	P38571
Q9BYJ4	Q8WUR7
Q8N4S9	Q9BQP7
Q6ZPD9	O95990
Q99467	P11940
Q5JTD0	Q1ZYL8
Q8N6C5	P49716
Q09327	Q96ID5
Q460N3	O94819
P35916	Q9H5Y7
Q66K89	Q9NQ84
Q9UQF0	P61081
P59827	O94760
Q9H2K8	Q9ULX9
Q5TKA1	Q8N9R6
P42704	Q13469
Q5VZ46	O75387
Q6ZU35	P00156
Q13111	Q12982
P0C7W0	Q9H3J6
O60318	Q309B1
Q5TFE4	Q9BY21
Q96ER9	P07315
Q9ULF5	Q9UI40
Q9BRT8	P22090
O75390	P20042
Q5VTL7	P21754
Q96E39	P09669
Q8NE18	Q9Y644
Q9Y5F8	Q5QFB9
Q8N9P6	Q8WU49
Q9BQ69	Q8NCR3
P0CW20	Q8NES8
P51452	Q9UJM3
Q9ULI3	Q9NXX6
Q96IR7	Q92633
O43511	Q96C90
P50395	Q8NGF6
Q8NA70	Q15622
Q8WVM8	P61960
Q9HBX8	Q96J88
Q96E52	Q9H4Q4
Q15120	Q9NXI6
Q9H3T3	Q8WZ19
Q7Z7M9	Q16586
Q6XUX3	P23381
P53779	P11233
Q9Y6K0	P01270
Q9C002	Q7Z3H4
P51809	Q96N03
Q9BV94	P04839
Q8N884	Q96PM5
Q8NE28	Q96QE5
Q9BUP0	Q9UBK9
Q9NP97	Q8NDX9
P82673	A6NJI9
Q96S37	Q96S44
Q9UPW6	Q9P298
Q9UKG1	P49757
O14578	P32314
Q8TBZ6	Q8N8G6
O75132	Q96MN9
P62314	Q96GT9
Q08AG5	Q49AM1
A4D1F6	O14545
Q8IX04	Q5T870
P21246	Q9GZZ8
Q8N448	O14771
P04114	Q99583
Q96KW2	Q16555
Q9H0B8	Q92583
P04275	Q9NZ94
Q9P2G3	Q99439
Q8TEV9	Q9NSA0
P43403	Q86XS5
Q562R1	Q7RTS3
Q7L0J3	Q9H255
Q5T9L3	Q9BZE2
P06870	Q6IC83
A6NMD0	Q99445
Q8TEP8	Q969W1
P84550	Q96QI5
Q5JZY3	Q96HU1
Q9H2Y7	Q8NEA5
Q8NB91	O75467
Q9Y698	Q6IEU7
A6NDS4	Q9Y3B9
Q8NEV4	O75951
Q7Z6B7	P21810
Q9UQK1	P12034
Q99608	P56177
Q9HCJ3	O75431
Q8IWQ3	Q96N11
Q7Z6G8	P21217
B2RU33	Q8TBE7
Q96N67	Q96B70
P51003	Q3LI81
Q68E01	Q6ZS62
Q9UBC0	Q9Y5U5
Q9NX02	Q96DV4
Q8N6Q8	O00451
Q9H1U4	Q9P2U7
Q8WY54	P61024
Q9NXH9	Q96LB8
Q12788	O60682
O94905	Q8NGJ7
Q9BWF2	O95750
Q9Y5I2	Q8TAE6
Q8TE59	P37840
P54793	Q8NGK9
P21281	Q8N413
Q99999	Q99735
Q86UP6	Q8N884
P51649	P26371
Q8N7R7	Q9NUI1
Q2WEN9	Q8NH21
Q96LC7	Q13268
I3L185	Q9H4B7
Q9Y5B0	Q99445
P57775	P17509
Q9UP52	O43566
Q9HBK9	O14656
Q6UWV6	Q1HG44
Q6XZB0	Q5T6J7
Q6IV72	Q9H1C3
A4D1U4	P27544
P29144	Q9BWF3
Q9UNA4	P14868
P17643	Q9HC44
P11802	Q5VZ52
P43246	O00391
P08397	Q96IS3
A6NI56	Q9UKL2
Q92620	Q7L3V2
O60673	A1A4F0
P21796	Q9P1G2
Q12802	Q8IWX5
Q9H2V7	P40925
Q7RTZ1	P18627
Q8IY50	P47872
Q8NGN5	Q9H8U3
Q9ULT8	P34096
A4D1E9	P30047
O43451	Q9C0C6
P12268	P05408
Q9BYD2	Q07817
O43915	P46776
Q86VD1	A6NJZ3
Q9UBZ9	Q01113
Q8WVC0	Q9Y3A2
O95835	Q96HA9
Q9H0B3	P0C7U3
Q68G74	P07311
Q6PI97	Q8N326
Q96I59	P47211
Q13002	P52907
Q86UP0	Q5T4F4
Q7Z429	Q96BW5
Q9UBL3	A6NDY0
Q8IVB4	P20382
Q8TCY9	Q8N158
Q9Y6F1	A8MWE9
Q9NTM9	P46783
Q9NZS9	Q99527
Q15761	Q8NGL1
Q96SZ6	Q8NGA0
Q0D2I5	Q9Y231
Q2VYF4	Q9UG63
Q9NTJ3	Q12952
Q8NGR8	O95473
Q9HC07	Q8N614
Q13606	Q04900
P57057	Q8NGR4
P35558	Q86T13
Q8NAU1	A9UHW6
Q9BR76	O43715
Q6UXF7	Q8IWT1
Q14533	P48448
Q6UWJ8	P63218
Q9P2G4	O43324
O75290	Q08881
Q8NH09	Q8N1A0
A2A2Y4	Q5SWL8
Q9Y4G6	O43805
Q9BSF0	Q8TD06
Q15018	Q9P2W1
Q5TYX0	P07320
Q96PX8	P06870
Q9UPU7	Q9UHM6
Q8TE59	Q9UK55
Q7Z3F1	Q86XF0
Q9UHR5	Q9H1F0
P25445	A1A519
O14976	Q6Y2X3
P04035	P55001
Q6DKI7	Q8WUY8
Q13395	Q8NFH5
Q8IYQ7	Q6ZUS6
Q86WS5	Q969H9
Q8NEZ2	A6NDH6
Q8NEW0	Q8NG84
Q5THR3	P61158
O00391	P15848
Q8IUS5	Q13487
Q6PIF6	Q5JSH3
P04183	Q8WVJ9
Q8IXS0	P78549
Q5VW36	O75794
Q8NGS5	Q9UKD2
Q9HBY8	Q14512
P0C1S8	Q9UHE8
Q9BU23	O43405
Q5JNZ3	Q5JPI3
Q8NGY9	Q13042
Q8N9Z0	Q99712
Q9NY46	P84550
P0CJ75	Q8NGJ0
P38935	Q969X2
O43491	P25105
Q9Y5Y9	Q96JX3
Q16534	Q9Y691
A2VCK2	P47710
P78380	P09326
Q8NFZ5	O60487
Q6R2W3	Q8NGL3
Q9HCE6	O43247
Q9Y2I9	P17900
Q8NB16	Q9H825
P15036	Q9BQ95
Q8NFZ0	P08172
O75056	O43561
Q9HCL2	P43629
Q9Y2Z9	Q8NGU9
P38571	Q9UBX8
O00408	Q8NH63
O14896	Q9NV96
O95907	P48739
P55084	Q53HC0
P18858	P21953
O15457	P02786
Q9H009	Q9C0I3
Q8N9U0	P51572
Q7KZI7	P55317
Q0P670	A6NP61
Q86YW0	Q15011
O14746	P12838
P46063	Q07352
Q9BZ71	Q9H6R7
Q14315	Q9Y4D7
P49184	P08833
Q6ZWK6	Q08623
Q6PEW1	Q8IWS0
Q9Y2T4	A6NLP5
A4D0V7	A6NCL7
P17643	Q9BZL3
Q12996	P78549
Q9UL03	Q96AT1
Q8NEM7	Q9P1F3
Q5JTZ9	Q8N7C0
P30566	P06748
Q9GZZ6	Q96EF9
Q8NGJ1	Q7Z7C8
Q9NR82	Q96S16
Q9Y6Q2	Q92485
P83111	Q9UJZ1
P62495	Q6JBY9
Q8NER5	Q96DC9
P34059	Q5JQS5
P22304	Q8N6M3
Q6P0N0	Q9UQK1
Q8WVX9	O14960
Q92954	P0DJH9
P78552	Q9GZP8
Q15361	Q9BU02
Q96FT7	Q9HBI6
Q5VU36	Q9BSG1
Q92556	Q6IFG1
O75311	Q537H7
Q8NGQ2	A6NP61
Q8IZD9	Q08477
Q9UGU5	O95258
Q86UA1	Q8IY50
Q8NAA5	Q96E09
Q9H3T2	O14904
P50851	O14602
P59025	O95571
Q86VX9	Q9NXK6
O75072	Q96C90
Q96IZ6	Q9H5J4
Q9UJS0	O75600
Q9P032	O14599
Q6UXF1	Q15370
Q96S65	Q14165
P28300	O14593
Q8NGX8	Q6NUI1
Q8N7X1	Q6P2C0
Q5TID7	Q9Y698
O14757	Q9H300
O75688	Q9Y305
Q6PKG0	Q6UWH6
Q9HAV0	Q8NGE0
P11168	Q9HCJ1
Q14C87	A8MWX3
D6RII0	P49281
Q16891	Q9NPH5
Q8TC27	P05109
Q9BTV7	O15151
Q96E52	Q9H3H1
Q9NUV7	Q96RD1
Q8N5S9	Q7Z3K6
Q9ULT0	Q4VC05
P61011	Q9NZQ0
Q9BWV7	Q9HBL8
Q96PQ1	P23297
C9J3V5	P59768
Q9NYW5	Q16772
O15541	O14949
Q9NPR2	Q9NYM4
Q969T7	P80723
Q13480	Q13562
A8MTB9	Q8IVV7
Q9NP91	Q8IU99
Q9UKF2	Q5W064
Q7Z6B7	Q53R41
Q5QGS0	Q9Y5J5
Q8TDW7	P13716
Q86W25	Q8N328
O43292	O43916
Q5SZK8	Q17R60
Q9NPA2	Q9Y5Y0
Q9Y2P4	P49773
Q9BVA0	Q8NDH3
P0C263	P13686
Q8TDW5	Q9H078
Q53QW1	Q12907
Q8WXR4	P25445
Q8NHY2	Q96CQ1
H3BV12	P62280
Q3LI60	P21796
Q8NFQ8	Q14656
Q7Z7M1	O14683
Q96GR2	P06028
P21728	Q9HB65
Q9H7T0	Q13093
Q92523	Q9NYY8
Q69YU3	P82932
Q9BRB3	Q99608
Q5VTQ0	P08F94
Q8IWP9	P07360
P15735	Q5JPI9
Q96F63	Q8TDM0
Q5VW38	Q9BUB4
Q1X8D7	Q9Y4X3
Q6P3X3	Q8TAV5
Q9ULL8	Q3LI63
Q14574	P27824
Q96MI9	Q6N063
Q68DX3	Q504U0
Q8IX06	Q8TCY9
Q9HBL6	Q92572
O60343	Q5SWH9
Q5VT06	Q8ND04
P21675	P06241
Q4VNC0	Q9H0R1
Q24JP5	Q9BTK6
Q92521	Q96P65
P78371	O75446
P19526	P32971
Q92539	Q99519
P78426	Q9HC57
O14718	Q9H2H0
Q02221	P35754
Q96GV9	Q7Z4W2
Q96C92	Q9BS86
Q99442	C9JLW8
Q6UWR7	Q96DA0
Q9Y2J4	O60488
A0PJX4	Q5JWF8
Q75T13	Q8NHV1
Q17RP2	Q8N0U4
Q86TC9	A9YTQ3
Q5VZ66	O75493
P17405	O75897
Q8IY18	Q86Z14
Q8WWL7	Q9UJJ9
Q6ZMP0	P62701
P00747	Q8NH42
Q9NSI6	P20337
P03951	Q9BV68
Q7L0J3	P0CH99
Q15124	O60218
Q6ZMT9	Q9HBH1
Q9BT40	Q5RGS3
Q5VWM3	Q6UXG3
P19971	O76000
Q86X95	Q96FJ2
Q9Y5Y3	Q96D31
Q8NGG4	O75897
Q9BS26	P06729
Q8IVW4	Q96GE9
Q5TZ20	Q9Y543
Q8WWM7	Q9P2W9
Q8N1N4	Q9Y5K1
Q13145	E9PQ53
Q9UNF0	Q5T7R7
O00512	Q9H1X1
Q96ST3	O95633
Q9P0P0	Q8NFU3
Q9H4Z2	O75157
Q9P2N2	Q9BTC8
Q9NQX4	Q9HBD1
Q9UJ99	Q9Y5U4
Q9H9Y2	Q9H1Z8
Q9BV97	P35575
Q96A65	Q5JUW0
Q3MIR4	Q9UBQ7
Q5JNZ3	Q9Y3B8
Q9UQR1	Q11203
Q9P0J1	Q16880
P00751	Q75WM6
Q96KK3	Q6NVY1
A6NL26	Q13287
Q8NH16	O15460
Q96BR6	O75354
P07093	Q12829
P78357	Q5EBN2
P48506	Q16654
P11274	Q96GQ7
Q8N239	Q5SZB4
Q9NZ20	Q6P656
P02647	Q9UK41
O95522	Q8IYA7
Q8WVJ9	O00399
Q9P2D0	Q8WUM4
P23769	Q9NY25
Q9UL12	Q96AM1
P51178	P08962
Q9BZS1	Q86XJ0
P05423	Q96MF7
P07093	O95156
Q9UNW1	Q16619
Q9NVU0	Q8NGD2
O60303	Q9UK23
B0YJ81	Q86VX2
Q9Y2K7	Q9ULD4
Q96PP8	Q16555
Q5XX13	O75309
O75072	Q9NPA3
Q9NPC8	P0C2W1
O60243	Q5VZ52
Q562E7	Q8NCU7
A9YTQ3	Q9NTX5
Q9Y2R4	Q9Y587
Q9UMX9	Q96MS3
Q9BWX1	M0QYH8
Q8IV04	Q9H9A5
Q9NPR2	P22888
O60291	Q96AP7
Q8NA70	Q9NRX2
Q9UJ99	P40933
O43692	P62280
Q6ZMM2	Q03405
Q8NBJ7	Q96E16
Q7Z6E9	Q8N335
O43820	H7C350
Q3SYG4	P47902
P11597	Q0VGL1
Q9Y279	Q96GA7
Q9Y4D7	Q8TEX9
Q86UX2	Q13572
O43572	Q9HAE3
O00533	Q9NVJ2
O75762	P20749
Q9H8G2	Q86XK3
P07333	P98082
Q8NB14	Q8N594
Q8IVJ1	P43360
Q96EY1	Q96N20
Q96D42	A0PJE2
Q6P1J6	O95619
Q9H4W6	P09497
P0C091	A6NJW4
Q8IXT1	Q6WBX8
O75955	P05062
Q8NCM8	Q8IZQ8
Q9H3W5	Q7RTY5
Q9BZX4	P53803
Q9Y4H2	Q99935
Q68CP4	Q8N1L9
P28472	Q6EBC2
P46063	P18505
P05091	O60404
P01833	Q9H7B2
P26374	Q9Y251
Q9UK73	Q8TDQ1
Q7L014	Q5JR98
Q8IWS0	P0CZ25
Q53GS9	Q15599
Q86VR7	P28335
P42356	Q96EW2
P49321	Q96MU5
P02768	Q9BUB4
Q8NE86	Q8IZ81
Q5HY98	Q5TGI0
A0PJE2	Q9GZY6
Q9Y2K7	O43598
Q8NEE8	P20916
Q96N76	Q9NXP7
O75553	Q5VUE5
P56159	Q99439
P54284	Q8WWR8
Q8IYB3	Q00LT1
Q96RJ3	A6NJI1
Q8N6M3	Q9P0M4
Q92508	Q9UQR0
Q9UL17	Q0P6H9
Q6P3X3	P12273
Q96S21	Q9NNZ3
Q99592	O95922
Q9H1Q7	P34910
Q8NEM8	Q5T6J7
Q5VXU9	P56385
P09874	P0C869
Q9BXN1	O43684
P23381	P50150
Q5T4D3	Q96ES7
Q9NQX4	Q9HAS3
Q8TEX9	Q9UIR0
Q0D2K2	Q6NZ63
Q9H8L6	P30203
Q96EY8	Q7Z5M8
P05091	Q9H2C8
Q15973	Q8IYB8
Q9UNW8	O15527
O75928	Q9NPA1
Q99490	Q5TC63
Q6P2H3	Q9ULV1
P83111	P25929
Q96FT7	P31151
Q15063	Q8N443
Q16635	Q8NEA4
Q5TF21	Q8N1E6
Q5SXM8	Q9BUE6
O60774	Q5XKL5
Q9P273	O75129
Q2TAC6	B5MD39
Q7RTV3	Q8N268
Q9HCE3	Q9NP31
Q06190	Q5W0B7
Q6PIU1	P28476
O95299	Q9H2J1
O75339	P07498
Q9ULI0	O95416
Q6P6B7	Q5JQC4
Q8N4P2	Q8N3Y1
Q2NKQ1	Q9H9Y4
P0CB43	Q13686
Q9NZV8	P12319
Q9BW92	O75414
Q4G148	Q4U2R6
Q14896	Q8NGV7
Q5W0U4	Q86TG1
O75937	Q96GE9
Q8WUG5	O14788
P31513	Q9Y6J8
Q9Y6N8	Q9GZK7
Q8NEY3	Q8TAM6
Q13740	Q9BRP4
Q86WJ1	P60022
Q8IXQ4	Q969X5
Q06203	P61158
Q15554	Q6X4T0
P47898	Q00604
Q6ZN04	Q99929
P54756	P57076
M0QXR1	Q6UUV7
Q9NR30	Q8NEN9
Q9NY47	Q6E213
P35354	Q8N456
O43933	O75717
Q9H8V3	O75925
Q685J3	Q9BXV9
Q8NCM2	P35236
Q9H6Q4	Q96DB5
Q9GZP1	Q5BLP8
Q8TDW5	P17022
Q53H82	P56537
Q8TER5	Q684P5
Q8IYK4	Q96C90
Q9UGM6	A8MT69
P55010	Q02543
P83105	Q9H1Y3
Q2M2I3	Q6ISB3
Q9GZR7	Q15027
P0C5Y9	Q8NBN7
Q8TEV9	Q9UKM7
Q9UK61	Q8N146
Q96MF4	Q9BRA0
Q12986	P26373
O00159	Q3YBR2
Q9UHL4	Q9BUT1
Q14CZ8	Q96L11
Q86YT6	Q53RT3
Q3KNS1	P10147
Q8NGZ2	Q9GZP8
P15085	Q8IUE0
O75912	Q9NXJ5
Q6DD88	Q9H7L2
Q96HI0	Q9UIV8
Q9NQA5	P78539
Q8IUC8	P37802
Q5F1R6	Q96CU9
Q8N4W9	Q9BVW6
E9PJI5	P28325
Q9H0H5	O15258
O94956	A3QJZ7
Q5T0J3	Q5YKI7
O43252	H0YL09
P20020	O00167
Q86VB7	Q8NDY8
P49326	Q6T311
Q8N7S6	Q96F25
Q8WUS8	P32121
P59826	Q8NEY4
Q96AH0	Q15772
Q9NQ33	Q96KF2
O60704	Q8N5C7
P11217	Q9NW13
Q7Z2W9	Q4G0L6
P43146	Q9P2F5
O75155	Q9UPR6
Q9UKI8	Q13586
Q9NYV6	Q9HB90
Q5W0Q7	Q9NVX2
O43505	O15240
Q13286	Q8TCB7
Q7Z407	Q96KX2
P51857	Q15274
Q9UGK3	Q9BUE6
Q8N8V2	Q9BSG5
Q9NZ09	Q9BSN7
Q8NGA6	P12980
P16144	A8MZF0
O43897	Q00796
Q92636	Q8IV42
P19961	O43505
Q8NGH7	Q495Z4
Q2M3C7	Q8WVB6
Q8IU57	Q96I59
Q9Y3P9	Q96FB5
Q8N9W8	Q6ZTW0
Q9HAW7	Q5U4N7
Q8N4S0	H3BPC8
Q9H814	Q9UGF5
Q13472	Q8N628
Q9UIF9	Q02539
P30542	O14569
O43313	Q8NA29
P19440	Q71U36
Q8TA94	Q16581
P30559	Q8N9Z2
O15085	Q8TDM5
P57737	P40933
Q49A17	Q9Y3L5
Q7L775	Q8IYD9
O94842	Q5RGS3
Q5T619	O75330
P42566	Q9BRS2
Q8IXT5	Q9Y3A2
Q5SWL7	P61165
Q3KR37	Q9HAW9
P35716	P33316
P30304	Q92572
Q8TBC3	Q9Y2I8
Q96PU4	Q96QR8
P35579	O94864
Q8IWG1	Q15382
Q5VU65	Q6XD76
Q96L42	Q15078
P07900	P60153
P04275	Q16763
O94804	Q8TAG9
P29973	Q9Y646
O15178	Q9UJQ1
Q5JRX3	O95900
P47900	Q7Z4S9
Q86T29	Q8NFQ6
Q8IWP9	Q9UFN0
Q96G75	Q8IVS2
Q9HCH0	Q9NS56
Q8TDW0	I3L1E1
P16260	Q8TAY7
Q13370	Q86W92
Q7Z6Z6	P17275
P49662	Q5T6X4
P45985	P60002
O75204	P99999
Q496Y0	P81605
P43356	Q8TAP8
Q9NYR8	P12018
Q6P1S2	Q9Y5K2
Q14134	Q5JTJ3
Q99504	Q7Z5V6
A6NEQ2	Q8WTQ4
Q9BWW4	P42126
O75419	Q9NYV7
O95365	P05387
Q8N568	Q13596
A6NHN6	P10747
Q07617	Q00796
Q9BUE6	K7EJ46
Q6L8H2	Q9BUN1
P31483	Q9Y3C8
P50453	Q96FN9
Q6NUS8	Q14197
P14920	Q8N755
Q5TCZ1	Q9BZG8
O75185	Q6P5X7
Q68CQ4	Q9H208
Q92523	P31689
O43374	Q8NEM2
Q9P2M4	E9PQ53
Q15327	Q5T750
Q8NG11	Q8N319
P40259	Q9P0J6
Q9UMS5	P04818
Q9UP52	Q6L9T8
P49914	Q9NS25
Q6IPT4	P60153
Q96MS3	O60783
Q9BY79	Q96DS6
Q9P206	Q01344
Q9NP94	Q9NP77
P29508	Q96G91
Q9BUV8	P01225
P50440	P83876
Q2KHR3	Q8IX12
Q9Y5U5	Q99731
Q7Z3J2	Q7L1Q6
P26378	P01116
Q5JTW2	P78346
Q86T24	Q9NR50
Q86SF2	P49771
P07476	Q7Z7K0
Q2NL82	Q8NA75
Q6ZVK1	A6NEH6
P46663	Q12792
Q15554	Q99525
Q86TG7	O95522
Q3LI61	Q9BTE0
Q92667	O95136
O15296	P55916
Q9H3R1	Q49B96
Q68CR1	Q7L4E1
Q99583	Q99538
Q9BYZ2	Q8NGI9
Q8TEQ6	Q7RTM1
Q495W5	Q53EL6
Q9NTJ4	Q8NGR5
Q6P1R3	Q9H3M9
Q12888	P24844
P48651	Q6UWU4
O95786	Q8NG04
P50453	A6NK44
O75064	Q8N769
Q5T035	Q53F39
P20042	Q9C030
Q8IVH8	P50213
Q8WZ64	O00470
Q8NEE6	O43900
Q8NGK5	P53007
Q8NDA8	Q8IY45
P13224	Q9BVV8
Q9NZP2	Q9XRX5
Q66K79	Q15080
Q96T92	Q64ET8
Q14703	O75817
Q16445	P01008
Q9NRG9	Q8N9U0
P42285	Q8N8D7
Q9NYM4	Q9BYG7
Q8IZ40	Q96Q35
Q3SY17	Q17RY6
Q4VNC1	Q8N7P1
Q5TF21	P30793
P28476	Q96I59
Q8TCU5	P58335
Q6S5H5	Q7Z4H4
Q9BY84	Q9BZK7
